"type","id","created","modified","name","description","external_references","object_marking_refs","created_by_ref","x_mitre_aliases","spec_version","x_mitre_attack_spec_version","x_mitre_domains","x_mitre_modified_by_ref","x_mitre_version","x_mitre_contributors"
"tool","tool--a1dd2dbd-1550-44bf-abcc-1a4c52e97719","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","Responder","Responder is an open source tool used for LLMNR, NBT-NS and MDNS poisoning, with built-in HTTP/SMB/MSSQL/FTP/LDAP rogue authentication server supporting NTLMv1/NTLMv2/LMv2, Extended Security NTLMSSP and Basic HTTP authentication. (Citation: GitHub Responder)

Aliases: Responder","[{'url': 'https://attack.mitre.org/wiki/Software/S0174', 'source_name': 'mitre-attack', 'external_id': 'S0174'}, {'description': 'Gaffie, L. (2016, August 25). Responder. Retrieved November 17, 2017.', 'source_name': 'GitHub Responder', 'url': 'https://github.com/SpiderLabs/Responder'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Responder']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--d8d19e33-94fd-4aa3-b94a-08ee801a2153","2018-04-18T17:59:24.739Z","2018-04-18T17:59:24.739Z","SDelete","is an application that securely deletes data in a way that makes it unrecoverable. It is part of the Microsoft Sysinternals suite of tools. (Citation: Microsoft SDelete July 2016)

Aliases: SDelete","[{'url': 'https://attack.mitre.org/wiki/Software/S0195', 'source_name': 'mitre-attack', 'external_id': 'S0195'}, {'description': 'Russinovich, M. (2016, July 4). SDelete v2.0. Retrieved February 8, 2018.', 'source_name': 'Microsoft SDelete July 2016', 'url': 'https://docs.microsoft.com/en-us/sysinternals/downloads/sdelete'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['SDelete']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--7fcbc4e8-1989-441f-9ac5-e7b6ff5806f1","2017-05-31T21:33:00.969Z","2018-01-17T12:56:55.080Z","Systeminfo","Systeminfo is a Windows utility that can be used to gather detailed information about a computer. (Citation: TechNet Systeminfo)

Aliases: Systeminfo, systeminfo.exe","[{'url': 'https://attack.mitre.org/wiki/Software/S0096', 'source_name': 'mitre-attack', 'external_id': 'S0096'}, {'description': 'Microsoft. (n.d.). Systeminfo. Retrieved April 8, 2016.', 'source_name': 'TechNet Systeminfo', 'url': 'https://technet.microsoft.com/en-us/library/bb491007.aspx'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Systeminfo', 'systeminfo.exe']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--2e45723a-31da-4a7e-aaa6-e01998a6788f","2017-05-31T21:32:39.233Z","2018-01-17T12:56:55.080Z","Tasklist","The Tasklist utility displays a list of applications and services with their Process IDs (PID) for all tasks running on either a local or a remote computer. It is packaged with Windows operating systems and can be executed from the command-line interface. (Citation: Microsoft Tasklist)

Aliases: Tasklist","[{'url': 'https://attack.mitre.org/wiki/Software/S0057', 'source_name': 'mitre-attack', 'external_id': 'S0057'}, {'description': 'Microsoft. (n.d.). Tasklist. Retrieved December 23, 2015.', 'source_name': 'Microsoft Tasklist', 'url': 'https://technet.microsoft.com/en-us/library/bb491010.aspx'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Tasklist']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--ed7d0cb1-87a6-43b4-9f46-ef1bc56d6c68","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","Tor","Tor is a software suite and network that provides increased anonymity on the Internet. It creates a multi-hop proxy network and utilizes multilayer encryption to protect both the message and routing information. Tor utilizes ""Onion Routing,"" in which messages are encrypted with multiple layers of encryption; at each step in the proxy network, the topmost layer is decrypted and the contents forwarded on to the next node until it reaches its destination. (Citation: Dingledine Tor The Second-Generation Onion Router)

Aliases: Tor","[{'url': 'https://attack.mitre.org/wiki/Software/S0183', 'source_name': 'mitre-attack', 'external_id': 'S0183'}, {'description': 'Roger Dingledine, Nick Mathewson and Paul Syverson. (2004). Tor: The Second-Generation Onion Router. Retrieved December 21, 2017.', 'source_name': 'Dingledine Tor The Second-Generation Onion Router', 'url': 'http://www.dtic.mil/dtic/tr/fulltext/u2/a465464.pdf'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Tor']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--102c3898-85e0-43ee-ae28-62a0a3ed9507","2017-05-31T21:33:09.047Z","2018-01-17T12:56:55.080Z","UACMe","UACMe is an open source assessment tool that contains many methods for bypassing Windows User Account Control on multiple versions of the operating system. (Citation: Github UACMe)

Aliases: UACMe","[{'url': 'https://attack.mitre.org/wiki/Software/S0116', 'source_name': 'mitre-attack', 'external_id': 'S0116'}, {'description': 'UACME Project. (2016, June 16). UACMe. Retrieved July 26, 2016.', 'source_name': 'Github UACMe', 'url': 'https://github.com/hfiref0x/UACME'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['UACMe']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--242f3da3-4425-4d11-8f5c-b842886da966","2017-05-31T21:32:12.684Z","2018-01-17T12:56:55.080Z","Windows Credential Editor","Windows Credential Editor is a password dumping tool. (Citation: Amplia WCE)

Aliases: Windows Credential Editor, WCE","[{'url': 'https://attack.mitre.org/wiki/Software/S0005', 'source_name': 'mitre-attack', 'external_id': 'S0005'}, {'description': 'Amplia Security. (n.d.). Windows Credentials Editor (WCE) F.A.Q.. Retrieved December 17, 2015.', 'source_name': 'Amplia WCE', 'url': 'http://www.ampliasecurity.com/research/wcefaq.html'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Windows Credential Editor', 'WCE']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--96fd6cc4-a693-4118-83ec-619e5352d07d","2018-04-18T17:59:24.739Z","2018-04-18T17:59:24.739Z","Winexe","is a lightweight, open source tool similar to PsExec designed to allow system administrators to execute commands on remote servers. (Citation: Winexe Github Sept 2013)  is unique in that it is a GNU/Linux based client. (Citation: Überwachung APT28 Forfiles June 2015)

Aliases: Winexe","[{'url': 'https://attack.mitre.org/wiki/Software/S0191', 'source_name': 'mitre-attack', 'external_id': 'S0191'}, {'description': 'Skalkotos, N. (2013, September 20). WinExe. Retrieved January 22, 2018.', 'source_name': 'Winexe Github Sept 2013', 'url': 'https://github.com/skalkoto/winexe/'}, {'description': 'Guarnieri, C. (2015, June 19). Digital Attack on German Parliament: Investigative Report on the Hack of the Left Party Infrastructure in Bundestag. Retrieved January 22, 2018.', 'source_name': 'Überwachung APT28 Forfiles June 2015', 'url': 'https://netzpolitik.org/2015/digital-attack-on-german-parliament-investigative-report-on-the-hack-of-the-left-party-infrastructure-in-bundestag/'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Winexe']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--0c8465c0-d0b4-4670-992e-4eee8d7ff952","2017-05-31T21:33:06.824Z","2018-01-17T12:56:55.080Z","at","at is used to schedule tasks on a system to run at a specified date or time. (Citation: TechNet At)

Aliases: at, at.exe","[{'url': 'https://attack.mitre.org/wiki/Software/S0110', 'source_name': 'mitre-attack', 'external_id': 'S0110'}, {'description': 'Microsoft. (n.d.). At. Retrieved April 28, 2016.', 'source_name': 'TechNet At', 'url': 'https://technet.microsoft.com/en-us/library/bb490866.aspx'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['at', 'at.exe']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--0a68f1f1-da74-4d28-8d9a-696c082706cc","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","certutil","Certutil is a command-line utility that can be used to obtain certificate authority information and configure Certificate Services. (Citation: TechNet Certutil)

Aliases: certutil, certutil.exe","[{'url': 'https://attack.mitre.org/wiki/Software/S0160', 'source_name': 'mitre-attack', 'external_id': 'S0160'}, {'description': 'Microsoft. (2012, November 14). Certutil. Retrieved July 3, 2017.', 'source_name': 'TechNet Certutil', 'url': 'https://technet.microsoft.com/library/cc732443.aspx'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['certutil', 'certutil.exe']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--bba595da-b73a-4354-aa6c-224d4de7cb4e","2017-05-31T21:33:05.319Z","2018-01-17T12:56:55.080Z","cmd","cmd is the Windows command-line interpreter that can be used to interact with systems and execute other processes and utilities. (Citation: TechNet Cmd)

Cmd.exe contains native functionality to perform many operations to interact with the system, including listing files in a directory (e.g., `dir` (Citation: TechNet Dir)), deleting files (e.g., `del` (Citation: TechNet Del)), and copying files (e.g., `copy` (Citation: TechNet Copy)).

Aliases: cmd, cmd.exe","[{'url': 'https://attack.mitre.org/wiki/Software/S0106', 'source_name': 'mitre-attack', 'external_id': 'S0106'}, {'description': 'Microsoft. (n.d.). Cmd. Retrieved April 18, 2016.', 'source_name': 'TechNet Cmd', 'url': 'https://technet.microsoft.com/en-us/library/bb490880.aspx'}, {'description': 'Microsoft. (n.d.). Dir. Retrieved April 18, 2016.', 'source_name': 'TechNet Dir', 'url': 'https://technet.microsoft.com/en-us/library/cc755121.aspx'}, {'description': 'Microsoft. (n.d.). Del. Retrieved April 22, 2016.', 'source_name': 'TechNet Del', 'url': 'https://technet.microsoft.com/en-us/library/cc771049.aspx'}, {'description': 'Microsoft. (n.d.). Copy. Retrieved April 26, 2016.', 'source_name': 'TechNet Copy', 'url': 'https://technet.microsoft.com/en-us/library/bb490886.aspx'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['cmd', 'cmd.exe']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--38952eac-cb1b-4a71-bad2-ee8223a1c8fe","2017-05-31T21:33:04.937Z","2018-01-17T12:56:55.080Z","dsquery","dsquery is a command-line utility that can be used to query Active Directory for information from a system within a domain. (Citation: TechNet Dsquery) It is typically installed only on Windows Server versions but can be installed on non-server variants through the Microsoft-provided Remote Server Administration Tools bundle.

Aliases: dsquery, dsquery.exe","[{'url': 'https://attack.mitre.org/wiki/Software/S0105', 'source_name': 'mitre-attack', 'external_id': 'S0105'}, {'description': 'Microsoft. (n.d.). Dsquery. Retrieved April 18, 2016.', 'source_name': 'TechNet Dsquery', 'url': 'https://technet.microsoft.com/en-us/library/cc732952.aspx'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['dsquery', 'dsquery.exe']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--b07c2c47-fefb-4d7c-a69e-6a3296171f54","2017-05-31T21:32:13.755Z","2018-01-17T12:56:55.080Z","gsecdump","gsecdump is a publicly-available credential dumper used to obtain password hashes and LSA secrets from Windows operating systems. (Citation: TrueSec Gsecdump)

Aliases: gsecdump","[{'url': 'https://attack.mitre.org/wiki/Software/S0008', 'source_name': 'mitre-attack', 'external_id': 'S0008'}, {'description': 'TrueSec. (n.d.). gsecdump v2.0b5. Retrieved September 29, 2015.', 'source_name': 'TrueSec Gsecdump', 'url': 'https://www.truesec.se/sakerhet/verktyg/saakerhet/gsecdump%20v2.0b5'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['gsecdump']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--362dc67f-4e85-4562-9dac-1b6b7f3ec4b5","2017-05-31T21:33:03.377Z","2018-01-17T12:56:55.080Z","ifconfig","ifconfig is a Unix-based utility used to gather information about and interact with the TCP/IP settings on a system. (Citation: Wikipedia Ifconfig)

Aliases: ifconfig","[{'url': 'https://attack.mitre.org/wiki/Software/S0101', 'source_name': 'mitre-attack', 'external_id': 'S0101'}, {'description': 'Wikipedia. (2016, January 26). ifconfig. Retrieved April 17, 2016.', 'source_name': 'Wikipedia Ifconfig', 'url': 'https://en.wikipedia.org/wiki/Ifconfig'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['ifconfig']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--294e2560-bd48-44b2-9da2-833b5588ad11","2017-05-31T21:33:02.863Z","2018-01-17T12:56:55.080Z","ipconfig","ipconfig is a Windows utility that can be used to find information about a system's TCP/IP, DNS, DHCP, and adapter configuration. (Citation: TechNet Ipconfig)

Aliases: ipconfig, ipconfig.exe","[{'url': 'https://attack.mitre.org/wiki/Software/S0100', 'source_name': 'mitre-attack', 'external_id': 'S0100'}, {'description': 'Microsoft. (n.d.). Ipconfig. Retrieved April 17, 2016.', 'source_name': 'TechNet Ipconfig', 'url': 'https://technet.microsoft.com/en-us/library/bb490921.aspx'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['ipconfig', 'ipconfig.exe']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--65370d0b-3bd4-4653-8cf9-daf56f6be830","2018-01-16T16:13:52.465Z","2018-04-18T17:59:24.739Z","meek","meek is an open-source Tor plugin that tunnels Tor traffic through HTTPS connections.

Aliases: meek","[{'url': 'https://attack.mitre.org/wiki/Software/S0175', 'source_name': 'mitre-attack', 'external_id': 'S0175'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['meek']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--b35068ec-107a-4266-bda8-eb7036267aea","2017-05-31T21:33:03.773Z","2018-01-17T12:56:55.080Z","nbtstat","nbtstat is a utility used to troubleshoot NetBIOS name resolution. (Citation: TechNet Nbtstat)

Aliases: nbtstat, nbtstat.exe","[{'url': 'https://attack.mitre.org/wiki/Software/S0102', 'source_name': 'mitre-attack', 'external_id': 'S0102'}, {'description': 'Microsoft. (n.d.). Nbtstat. Retrieved April 17, 2016.', 'source_name': 'TechNet Nbtstat', 'url': 'https://technet.microsoft.com/en-us/library/cc940106.aspx'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['nbtstat', 'nbtstat.exe']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--5a63f900-5e7e-4928-a746-dd4558e1df71","2017-05-31T21:33:06.083Z","2018-01-17T12:56:55.080Z","netsh","netsh is a scripting utility used to interact with networking components on local or remote systems. (Citation: TechNet Netsh)

Aliases: netsh, netsh.exe","[{'url': 'https://attack.mitre.org/wiki/Software/S0108', 'source_name': 'mitre-attack', 'external_id': 'S0108'}, {'description': 'Microsoft. (n.d.). Using Netsh. Retrieved February 13, 2017.', 'source_name': 'TechNet Netsh', 'url': 'https://technet.microsoft.com/library/bb490939.aspx'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['netsh', 'netsh.exe']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--4664b683-f578-434f-919b-1c1aad2a1111","2017-05-31T21:33:04.545Z","2018-01-17T12:56:55.080Z","netstat","netstat is an operating system utility that displays active TCP connections, listening ports, and network statistics. (Citation: TechNet Netstat)

Aliases: netstat, netstat.exe","[{'url': 'https://attack.mitre.org/wiki/Software/S0104', 'source_name': 'mitre-attack', 'external_id': 'S0104'}, {'description': 'Microsoft. (n.d.). Netstat. Retrieved April 17, 2016.', 'source_name': 'TechNet Netstat', 'url': 'https://technet.microsoft.com/en-us/library/bb490947.aspx'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['netstat', 'netstat.exe']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--9de2308e-7bed-43a3-8e58-f194b3586700","2017-05-31T21:32:13.051Z","2018-01-17T12:56:55.080Z","pwdump","pwdump is a credential dumper. (Citation: Wikipedia pwdump)

Aliases: pwdump","[{'url': 'https://attack.mitre.org/wiki/Software/S0006', 'source_name': 'mitre-attack', 'external_id': 'S0006'}, {'description': 'Wikipedia. (1985, June 22). pwdump. Retrieved June 22, 2016.', 'source_name': 'Wikipedia pwdump', 'url': 'https://en.wikipedia.org/wiki/Pwdump'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['pwdump']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--c11ac61d-50f4-444f-85d8-6f006067f0de","2017-05-31T21:33:04.151Z","2018-01-17T12:56:55.080Z","route","route can be used to find or change information within the local system IP routing table. (Citation: TechNet Route)

Aliases: route, route.exe","[{'url': 'https://attack.mitre.org/wiki/Software/S0103', 'source_name': 'mitre-attack', 'external_id': 'S0103'}, {'description': 'Microsoft. (n.d.). Route. Retrieved April 17, 2016.', 'source_name': 'TechNet Route', 'url': 'https://technet.microsoft.com/en-us/library/bb490991.aspx'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['route', 'route.exe']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--c9703cd3-141c-43a0-a926-380082be5d04","2017-05-31T21:33:07.218Z","2018-01-17T12:56:55.080Z","schtasks","schtasks is used to schedule execution of programs or scripts on a Windows system to run at a specific date and time. (Citation: TechNet Schtasks)

Aliases: schtasks, schtasks.exe","[{'url': 'https://attack.mitre.org/wiki/Software/S0111', 'source_name': 'mitre-attack', 'external_id': 'S0111'}, {'description': 'Microsoft. (n.d.). Schtasks. Retrieved April 28, 2016.', 'source_name': 'TechNet Schtasks', 'url': 'https://technet.microsoft.com/en-us/library/bb490996.aspx'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['schtasks', 'schtasks.exe']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--33b9e38f-103c-412d-bdcf-904a91fff1e4","2018-04-18T17:59:24.739Z","2018-04-18T17:59:24.739Z","spwebmember","spwebmember is a Microsoft SharePoint enumeration and data dumping tool written in .NET. (Citation: NCC Group APT15 Alive and Strong)

Aliases: spwebmember","[{'url': 'https://attack.mitre.org/wiki/Software/S0227', 'source_name': 'mitre-attack', 'external_id': 'S0227'}, {'description': 'Smallridge, R. (2018, March 10). APT15 is alive and strong: An analysis of RoyalCli and RoyalDNS. Retrieved April 4, 2018.', 'source_name': 'NCC Group APT15 Alive and Strong', 'url': 'https://www.nccgroup.trust/uk/about-us/newsroom-and-events/blogs/2018/march/apt15-is-alive-and-strong-an-analysis-of-royalcli-and-royaldns/'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['spwebmember']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--9a2640c2-9f43-46fe-b13f-bde881e55555","2018-04-18T17:59:24.739Z","2018-04-18T17:59:24.739Z","sqlmap","sqlmap is an open source penetration testing tool that can be used to automate the process of detecting and exploiting SQL injection flaws. (Citation: sqlmap Introduction)

Aliases: sqlmap","[{'url': 'https://attack.mitre.org/wiki/Software/S0225', 'source_name': 'mitre-attack', 'external_id': 'S0225'}, {'description': 'Damele, B., Stampar, M. (n.d.). sqlmap. Retrieved March 19, 2018.', 'source_name': 'sqlmap Introduction', 'url': 'http://sqlmap.org/'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['sqlmap']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
"tool","tool--4fa49fc0-9162-4bdb-a37e-7aa3dcb6d38b","2017-05-31T21:33:11.941Z","2018-01-17T12:56:55.080Z","xCmd"," (Citation: xCmd) is an open source tool that is similar to PsExec and allows the user to execute applications on remote systems. (Citation: xCmd)

Aliases:  (Citation: xCmd)","[{'url': 'https://attack.mitre.org/wiki/Software/S0123', 'source_name': 'mitre-attack', 'external_id': 'S0123'}, {'description': 'Rayaprolu, A.. (2011, April 12). xCmd an Alternative to PsExec. Retrieved August 10, 2016.', 'source_name': 'xCmd', 'url': 'https://ashwinrayaprolu.wordpress.com/2011/04/12/xcmd-an-alternative-to-psexec/'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['xCmd']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0",""
